gene_name	D30_M1234_CD4512_CX3CR6Neg_S31	D30_M1234_CD4512_Slamf6_S29	D30_M1234_CD451_CX3CR6Neg_S28	D30_M1234_CD451_Slamf6_S26	D30_M567_CD4512_CX3CR6Neg_S24	D30_M567_CD4512_Slamf6_S35	D30_M567_CD451_CX3CR6Neg_S34	D30_M567_CD451_Slamf6_S32
Tmed6	3	0	0	0	0	0	0	7
Tmed7	186	249	245	41	37	137	24	342
Tmed8	86	100	473	88	38	136	160	314
Tmed9	1341	1494	1796	1100	244	975	1022	2080
Tmeff2	4	14	9	17	3	6	2	5
Tmem101	139	143	194	17	0	58	103	234
Tmem104	281	311	125	335	1322	58	127	560
Tmem106a	369	314	213	225	10	93	136	232
Tmem106b	427	398	378	357	424	230	248	553
Tmem106c	267	548	256	256	1	77	229	614
Tmem107	13	21	0	30	0	28	0	51
Tmem108	1	5	2	0	0	16	0	0
Tmem109	355	570	493	313	2091	359	142	741
Tmem11	385	690	316	362	639	285	371	519
Tmem115	747	575	487	889	1257	262	574	670
Tmem116	0	0	18	0	41	18	0	0
Tmem117	1	2	1	0	1	0	0	2
Tmem120a	650	847	433	507	1539	377	1063	627
Tmem120b	16	59	17	32	0	2	0	68
Tmem121	0	27	0	11	0	19	0	59
Tmem121b	0	4	0	24	0	0	6	93
Tmem123	2762	3522	2505	1892	11963	1709	180	4155
Tmem126a	1028	1347	639	966	2011	882	1317	1541
Tmem126b	475	706	589	279	99	375	640	433
Tmem127	1707	2277	2070	1190	1098	1036	1341	2546
Tmem128	1280	955	1536	751	1474	316	2015	1101
Tmem129	453	732	382	546	3465	242	279	964
Tmem130	7	16	0	0	0	2	0	2
Tmem131	322	303	47	141	0	188	246	378
Tmem131l	893	1530	657	1050	546	346	381	1264
Tmem132a	0	0	0	0	0	0	15	4
Tmem132b	5	1	4	8	0	0	0	4
Tmem132d	24	72	22	26	27	16	19	33
Tmem134	1385	2247	1531	1223	2082	895	1527	2738
Tmem135	1836	787	2321	364	1491	279	935	1077
Tmem138	189	268	164	106	1	189	317	255
Tmem140	616	529	645	177	1731	291	938	454
Tmem143	29	65	58	77	74	41	45	131
Tmem144	0	1	0	0	0	0	0	3
Tmem147	370	447	205	284	497	248	367	496
Tmem14a	43	103	16	24	267	20	0	148
Tmem14c	593	522	334	536	558	314	799	865
Tmem150a	0	19	0	29	0	0	0	0
Tmem150c	5	2	4	9	0	6	0	14
Tmem151a	3	3	3	0	0	0	0	3
Tmem151b	5	34	2	0	0	1	16	13
Tmem154	365	467	273	322	18	194	13	447
Tmem156	37	108	96	15	0	85	0	176
Tmem160	398	345	219	144	795	303	639	345
Tmem161a	928	1011	433	1317	564	231	143	1163
Tmem161b	514	792	455	537	1253	266	182	903
Tmem163	66	46	62	53	498	36	83	33
Tmem164	495	474	380	96	242	149	305	600
Tmem165	95	88	18	32	1323	74	47	115
Tmem167	1632	1815	1609	883	3296	1059	2605	2122
Tmem167b	1036	1042	786	356	14	476	343	853
Tmem168	787	775	508	518	0	407	104	1204
Tmem17	0	18	0	57	0	0	0	23
Tmem170	411	504	102	138	853	480	807	665
Tmem170b	2650	1925	2415	1109	2728	1137	779	2315
Tmem171	42	110	75	61	0	2	0	90
Tmem175	695	942	523	492	0	560	405	850
Tmem177	164	191	213	129	959	136	160	268
Tmem178b	5	22	31	20	1	3	6	7
Tmem179	22	55	38	31	12	29	4	53
Tmem179b	923	1084	797	702	1450	759	1621	1264
Tmem18	351	305	239	326	544	114	119	276
Tmem181a	1657	1563	827	1173	887	686	430	2478
Tmem181b	316	473	356	270	468	327	230	820
Tmem181c	81	89	58	23	2	77	9	112
Tmem183a	679	942	421	475	798	217	375	938
Tmem184a	10	5	55	0	0	0	0	1
Tmem184b	660	927	308	493	0	252	35	874
Tmem184c	450	1054	537	506	0	194	376	990
Tmem185a	398	704	120	452	2	150	232	527
Tmem185b	334	495	296	195	0	165	117	429
Tmem186	256	319	334	366	0	163	215	415
Tmem19	299	715	373	418	0	304	171	810
Tmem191	870	929	1196	780	2209	458	1201	1282
Tmem192	886	1107	515	625	508	787	742	1517
Tmem196	5	5	2	4	0	2	1	3
Tmem198	22	26	0	0	0	8	0	16
Tmem198b	47	39	21	26	823	68	68	106
Tmem199	411	483	371	257	1449	475	545	616
Tmem200a	6	12	10	19	5	4	5	4
Tmem201	225	282	492	217	5	180	500	355
Tmem202	0	0	26	1	0	0	0	1
Tmem203	135	145	166	136	0	67	102	252
Tmem204	0	8	0	2	0	0	39	2
Tmem205	4	21	72	13	0	0	0	0
Tmem207	1	1	0	0	0	0	0	0
Tmem208	793	785	772	371	1670	483	1150	935
Tmem209	1118	1042	1226	825	121	860	500	1151
Tmem214	794	1715	729	446	3758	464	404	1575
Tmem216	51	168	20	173	10	28	90	184
Tmem217	8	32	0	14	0	0	0	6
Tmem218	90	135	124	40	16	59	217	135
Tmem219	223	291	439	384	1	204	308	427
Tmem220	69	62	11	1	6	0	23	44
Tmem221	92	123	171	47	0	1	81	101
Tmem222	1146	1273	1184	608	265	710	985	1612
Tmem223	580	678	318	439	940	518	736	998
Tmem229a	0	0	0	4	0	1	0	0
Tmem229b	955	900	448	594	1	500	310	1082
Tmem230	755	1011	500	799	1550	242	1124	1069
Tmem231	15	69	68	24	10	1	23	80
Tmem234	2432	2949	3016	1592	2389	1078	2230	3702
Tmem236	0	0	6	0	1	0	0	2
Tmem237	130	257	56	222	852	96	176	451
Tmem238	33	142	3	64	0	25	0	220
Tmem239	0	0	0	0	0	0	0	0
Tmem240	18	0	0	0	0	1	2	40
Tmem241	355	550	191	248	41	100	135	418
Tmem242	180	202	254	98	108	206	543	283
Tmem243	249	506	261	278	632	184	67	155
Tmem245	442	631	475	237	1238	251	281	557
Tmem248	725	614	568	348	1786	671	470	676
Tmem25	36	38	0	2	0	3	5	5
Tmem250	1678	3290	1211	984	8942	1489	1664	2951
Tmem252	4	10	15	20	71	1	3	12
Tmem254	1290	908	1272	452	1536	534	1517	1220
Tmem255a	58	47	93	0	0	11	18	17
Tmem256	339	319	444	258	0	194	587	443
Tmem258	1660	1794	1657	909	1753	981	1931	2501
Tmem259	389	438	600	202	366	122	612	354
Tmem260	410	432	169	226	1264	131	171	402
Tmem262	0	3	19	0	0	0	0	5
Tmem263	1440	1296	1532	701	2009	1013	2084	1964
Tmem265	0	34	64	0	311	0	11	53
Tmem266	14	7	7	14	3	7	1	20
Tmem267	34	21	56	14	8	3	2	34
Tmem268	908	677	900	105	8	421	366	513
Tmem269	0	2	0	0	0	0	0	19
Tmem273	227	1	391	0	344	0	564	0
Tmem274	13	18	0	43	0	0	0	0
Tmem276	87	332	140	200	15	40	63	257
Tmem29	327	394	301	152	817	300	690	387
Tmem30a	4019	2391	1803	1519	5756	1043	941	2696
Tmem30b	0	1	0	33	0	0	0	0
Tmem30c	73	86	86	41	84	31	21	101
Tmem33	674	592	650	402	1	291	1047	980
Tmem35b	208	276	71	202	0	158	149	205
Tmem37	51	5	0	0	0	31	217	29
Tmem38a	9	17	0	0	0	0	0	16
Tmem38b	343	272	328	224	781	76	311	317
Tmem39a	380	273	297	265	1597	51	122	294
Tmem39b	128	167	281	10	0	31	326	173
Tmem40	7	0	4	0	1	0	1	3
Tmem41a	43	184	4	10	1	42	0	147
Tmem41b	358	313	628	139	10	271	353	435
Tmem42	201	196	480	159	593	125	345	298
Tmem43	1063	1470	1422	928	2859	449	550	951
Tmem44	20	23	37	8	23	9	19	12
Tmem45a2	4	2	2	4	24	2	6	2
Tmem45b	8	30	19	13	1	2	11	23
Tmem47	10	10	11	13	4	3	4	8
Tmem50a	3217	3526	3176	2855	2824	2242	4112	4189
Tmem50b	390	425	304	354	515	293	1	439
Tmem52b	3	3	1	0	1	1	1	1
Tmem59	3868	4141	3233	2581	4688	2291	5476	5696
Tmem59l	1	0	0	0	0	0	64	0
Tmem60	501	499	416	375	0	144	506	629
Tmem61	0	2	10	1	1	1	0	9
Tmem62	413	455	626	238	4	50	354	692
Tmem63a	718	1221	541	965	2100	497	204	1736
Tmem63b	25	42	12	0	0	0	0	64
Tmem64	31	137	45	78	1	43	21	65
Tmem65	33	79	8	30	1	3	1	62
Tmem67	76	149	25	6	0	30	2	148
Tmem68	439	623	350	241	863	191	16	686
Tmem69	130	175	169	73	23	64	175	115
Tmem70	423	654	423	622	6	377	390	966
Tmem71	895	685	1130	245	2082	535	238	816
Tmem72	2082	3380	3367	3031	1676	834	844	3048
Tmem74	2	11	9	8	1	3	1	5
Tmem74b	0	0	23	0	0	3	0	7
Tmem74bos	1	0	1	0	0	0	0	0
Tmem80	286	434	444	263	74	228	235	289
Tmem81	147	106	62	70	94	50	1	180
Tmem82	17	32	74	3	6	2	4	10
Tmem86a	35	27	0	0	0	51	20	90
Tmem86b	92	147	169	16	0	77	121	40
Tmem87a	141	152	186	123	585	58	68	174
Tmem87b	288	846	674	326	578	178	7	418
Tmem88	36	134	25	65	0	15	0	23
Tmem88b	30	32	62	40	49	24	39	28
Tmem8b	10	60	10	18	13	5	5	49
Tmem9	411	812	433	306	0	159	431	702
Tmem91	173	495	127	247	1110	319	107	785
Tmem94	263	219	268	175	10	4	91	383
Tmem95	3	0	0	0	1	0	0	0
Tmem97	57	158	23	65	0	36	100	252
Tmem9b	2472	1869	2728	1935	2092	1435	2836	3083
Tmf1	958	876	525	396	1272	1052	1059	1196
Tmie	18	17	17	0	0	0	0	55
Tmod1	4	15	26	0	454	0	500	0
Tmod2	2	3	1	76	4	4	0	77
Tmod3	1464	1588	1294	656	1637	423	775	1550
Tmod4	24	9	0	17	0	0	0	51
Tmpo	572	916	670	271	2715	534	329	784
Tmppe	484	399	384	162	3	65	141	696
Tmprss11a	25	27	20	18	13	7	8	22
Tmprss11b	0	3	13	8	0	3	3	1
Tmprss11d	27	33	31	34	26	17	4	31
Tmprss11g	9	7	14	6	4	0	4	4
Tmprss13	428	90	185	20	3	52	189	90
Tmprss2	0	2	0	0	0	0	0	35
Tmprss3	4	5	1	0	0	0	0	34
Tmprss5	0	6	2	0	0	0	0	0
Tmprss6	240	0	714	3	506	0	227	0
Tmprss9	0	9	0	1	0	0	0	0
Tmsb10	4027	8104	4716	6509	5843	4672	4017	10350
Tmsb10b	2	2	0	2	0	0	4	5
Tmsb15b1	26	54	74	14	0	15	34	47
Tmsb15b2	0	8	3	0	0	0	16	12
Tmsb15l	90	140	109	96	260	26	131	238
Tmsb4x	17241	13017	25985	11815	19281	6268	24184	15900
Tmt1a	53	71	105	38	0	19	254	55
Tmt1a2	0	0	0	0	0	1	1	0
Tmt1a3	10	13	22	18	0	3	10	40
Tmtc1	21	1	3	0	0	1	0	0
Tmtc3	27	49	1	4	0	2	0	96
Tmtc4	596	182	944	144	2551	222	309	234
Tmub1	537	1059	349	474	2639	119	648	1015
Tmub2	1086	1368	1141	693	2284	588	1057	1070
Tmx1	2442	2156	1338	1183	2103	1219	1358	3157
Tmx2	2747	3446	1912	1179	3831	2153	1607	4397
Tmx3	751	615	682	885	1010	631	30	530
Tmx4	521	343	596	803	312	203	384	386
Tnc	0	581	0	434	0	121	0	291
Tnf	147	766	184	831	764	474	0	592
Tnfaip1	179	406	256	104	0	219	1	607
Tnfaip3	14404	22704	18781	18491	3420	3109	2501	8381
Tnfaip6	5	11	4	7	2	4	3	5
Tnfaip8	976	2451	878	1569	1818	785	978	2848
Tnfaip8l1	275	293	154	344	15	98	259	423
Tnfaip8l2	243	443	399	195	1	329	335	600
Tnfrsf10b	77	136	116	52	130	37	72	171
Tnfrsf11a	35	67	87	39	28	22	31	67
Tnfrsf12a	1	48	32	119	0	0	0	16
Tnfrsf13b	180	405	2	209	2591	353	0	569
Tnfrsf13c	12	151	66	13	943	540	1	87
Tnfrsf14	282	355	335	204	456	229	303	322
Tnfrsf17	12	0	0	0	0	0	1	0
Tnfrsf18	2474	2112	2273	1305	1625	797	4275	2177
Tnfrsf1a	571	429	901	255	228	145	335	398
Tnfrsf1b	4590	2237	5451	1502	2048	642	1376	2921
Tnfrsf21	0	38	6	0	0	8	0	0
Tnfrsf22	83	214	133	251	30	60	56	397
Tnfrsf23	1	65	7	27	0	17	1	18
Tnfrsf25	36	2408	0	1576	2	834	0	2694
Tnfrsf26	530	8282	294	3861	5	3337	257	8357
Tnfrsf4	204	1255	84	797	1	9	112	521
Tnfrsf8	17	27	13	85	0	17	0	31
Tnfrsf9	3910	691	6016	643	64	344	5067	1424
Tnfsf10	733	191	862	211	670	44	563	265
Tnfsf11	0	441	1	245	0	149	0	304
Tnfsf13b	333	141	616	176	6	31	542	235
Tnfsf14	296	1291	373	1214	101	412	46	1678
Tnfsf15	0	11	1	1	3	2	29	2
Tnfsf4	101	943	123	765	0	363	103	1807
Tnfsf8	449	2733	307	2124	1043	672	237	2655
Tnfsf9	169	132	65	224	0	100	183	130
Tnik	1134	1015	914	871	2453	173	346	913
Tnip1	619	1528	670	1018	883	346	234	1219
Tnip2	212	600	451	485	431	132	308	464
Tnip3	140	238	168	103	54	22	205	109
Tnk1	4	4	5	5	10	3	4	7
Tnk2	563	277	990	78	218	190	410	247
Tnks	201	461	335	195	120	79	17	146
Tnks1bp1	75	188	73	154	440	22	16	222
Tnks2	1038	1331	867	764	73	691	514	1148
Tnn	11	15	0	0	0	0	0	1
Tnnc1	13	15	37	11	13	16	20	19
Tnni1	0	6	16	0	14	1	0	3
Tnnt1	0	16	3	15	0	19	2	20
Tnnt2	30	42	20	19	37	15	12	26
Tnnt3	36	30	13	40	0	0	0	10
Tnp2	0	43	0	20	0	18	0	72
Tnpo1	676	842	681	803	803	246	232	757
Tnpo2	200	353	242	277	178	77	294	343
Tnpo3	1148	1928	1348	1057	1656	1078	372	1658
Tnr	7	30	20	17	0	6	14	20
Tnrc18	201	262	158	187	12	38	103	112
Tnrc6a	660	1637	560	1036	1416	685	532	1027
Tnrc6b	1108	1056	1719	997	504	305	975	1131
Tnrc6c	960	1536	1024	622	1298	391	823	1214
Tns1	1	8	3	47	8	0	0	0
Tns2	16	19	71	0	0	0	0	0
Tns3	5	11	12	3	0	6	3	43
Tns4	23	3	2	5	7	4	6	7
Tob1	103	424	107	360	354	70	21	268
Tob2	602	846	601	1045	533	192	181	710
Toe1	248	528	443	410	4	60	134	209
Togaram1	278	611	206	288	1	213	3	166
Tollip	1359	1813	1516	1166	1665	688	207	1667
Tom1	297	705	204	229	0	49	183	739
Tom1l1	55	43	35	17	1	35	34	66
Tom1l2	236	425	417	412	71	288	297	541
Tomm20	1368	1706	1139	1350	910	1071	963	1566
Tomm22	1131	1061	1283	771	433	783	1672	1216
Tomm34	2713	3486	2907	2180	1771	1652	3721	4191
Tomm40	761	969	466	610	787	359	825	1016
Tomm40l	579	453	352	525	0	194	220	501
Tomm5	677	746	484	514	1	413	823	711
Tomm6	737	743	773	434	1101	360	991	888
Tomm7	593	749	720	523	919	427	1020	1069
Tomm70a	328	380	435	479	1819	600	233	496
Tomt	8	25	0	9	0	0	15	0
Tonsl	319	420	551	100	2889	146	314	387
Top1	1294	1418	1360	1076	2934	875	834	2175
Top1mt	77	179	56	182	1010	76	45	322
Top2a	810	430	1095	285	1571	134	619	375
Top2b	831	1098	820	639	808	927	1072	1207
Top3a	384	520	781	312	2	106	15	694
Top3b	1230	1979	1006	1077	1749	833	805	1630
Topbp1	584	794	1132	346	308	358	819	619
Topors	1135	1092	860	887	33	266	419	1185
Tor1a	1237	1567	902	810	758	703	1412	1692
Tor1aip1	1357	1114	1225	1093	2673	406	756	1407
Tor1aip2	441	1119	518	781	3733	344	135	830
Tor1b	984	883	1243	553	1580	633	402	1187
Tor2a	1339	1629	1862	724	1035	636	2158	2269
Tor3a	1168	3002	889	2110	3506	1620	1105	4290
Tor4a	1832	1830	1907	1406	1184	913	553	2557
Tox	7883	7793	8820	6388	8965	2989	3730	9021
Tox2	761	253	795	241	304	260	530	527
Tox4	2619	3162	2148	2347	2039	1715	829	3416
Tpbpa	2	1	2	0	1	1	0	1
Tpcn1	201	194	58	187	1522	138	61	266
Tpcn2	388	697	682	157	1325	79	236	330
Tpd52	335	636	368	435	433	371	361	1097
Tpd52l2	1027	1549	1082	732	230	459	1277	1790
Tpgs1	498	617	438	252	529	216	664	877
Tpgs2	308	229	248	188	1414	295	107	279
Tph1	8	0	1	2	0	1	1	2
Tpi	2	0	0	1	0	0	0	6
Tpi1	1076	1386	672	1325	954	619	642	1704
Tpk1	212	189	313	306	20	92	126	453
Tpm1	848	942	711	552	826	736	614	1338
Tpm3	12906	14859	9723	9522	15608	9328	11187	19689
Tpm4	2493	3078	1930	2487	896	2265	1908	4953
Tpmt	23	58	29	124	51	45	20	49
Tpp1	1110	1043	457	859	2095	502	930	1292
Tpp2	2199	2319	1638	1836	1848	685	828	1954
Tppp3	0	13	1	3	1	0	1	7
Tpr	2405	2325	1806	1769	2928	948	2214	3117
Tpra1	691	753	990	753	781	375	880	1165
Tprg	0	7	0	0	0	0	0	4
Tprgl	568	684	681	218	1401	1213	917	794
Tprkb	356	384	494	311	861	279	259	557
Tprn	354	287	259	139	0	49	137	276
Tpst1	14	19	11	3	1016	19	30	41
Tpst2	5785	4566	5188	2520	8636	1614	6175	5736
Tpt1	6462	8103	7920	5728	8250	4404	9798	9401
Tpx2	434	97	313	15	779	6	89	141
Tra2a	627	1012	731	1034	1754	511	450	891
Tra2b	7533	9544	7146	6845	8120	5195	4523	10336
Trabd	1066	1002	1307	1004	7	352	790	1126
Trabd2b	4	0	1	6	0	1	3	0
Trac	29541	23777	35916	20549	38580	12875	44961	34869
Tradd	678	726	518	384	988	335	339	838
Traf1	2681	8248	3170	5654	2465	3639	1808	9210
Traf2	2125	2880	1966	1880	2655	1024	1536	3646
Traf3	684	1442	796	470	1208	337	164	1338
Traf3ip1	143	85	73	32	1	39	182	116
Traf3ip2	734	1341	1101	922	1	364	859	1110
Traf3ip3	3247	2856	3321	1736	9481	1871	2527	3802
Traf4	397	304	217	102	1571	117	117	228
Traf5	1930	1684	2471	1135	2163	1045	1308	1932
Traf6	626	805	1184	435	248	98	383	758
Traf7	1168	1746	959	1336	2472	531	411	1833
Trafd1	1966	3269	2021	2193	3000	1255	1374	3807
Traip	118	153	64	67	0	43	145	131
Traj11	1	2	5	0	0	0	0	2
Traj12	0	5	5	0	0	1	14	1
Traj13	1	4	0	0	0	1	0	0
Traj15	1	0	7	1	0	1	0	2
Traj16	1	0	0	0	0	0	0	1
Traj17	75	33	41	25	68	11	36	58
Traj18	38	13	30	12	28	10	64	20
Traj19	36	9	13	17	6	7	29	26
Traj2	2	5	6	2	0	0	0	3
Traj20	15	11	8	2	0	13	11	13
Traj21	2	10	7	0	0	6	12	19
Traj22	7	8	4	0	0	2	6	5
Traj23	4	6	4	4	16	1	5	9
Traj24	18	5	8	8	2	6	9	11
Traj25	11	7	15	10	0	3	2	9
Traj26	58	25	71	26	93	32	106	47
Traj27	73	60	122	30	102	62	139	78
Traj28	36	24	36	12	21	51	33	22
Traj29	1	3	0	0	0	4	12	0
Traj3	1	0	2	1	0	0	2	3
Traj30	1	3	12	0	0	0	9	5
Traj32	3	11	4	3	0	0	5	6
Traj33	1	6	5	8	0	0	1	3
Traj34	10	13	1	6	0	0	0	5
Traj35	5	2	0	5	0	1	0	4
Traj36	14	4	21	7	0	4	16	13
Traj37	18	12	21	14	27	5	17	36
Traj38	9	4	9	0	0	0	0	9
Traj39	1	4	5	0	0	0	0	7
Traj4	1	1	0	0	0	0	0	0
Traj41	5	19	7	15	0	5	3	16
Traj42	13	7	4	3	0	4	5	14
Traj43	11	1	7	4	0	5	29	8
Traj44	16	17	41	17	2	3	10	22
Traj45	32	13	27	21	5	11	15	38
Traj46	59	32	24	31	0	7	69	41
Traj47	5	0	0	7	0	0	7	4
Traj48	151	122	225	143	173	50	255	222
Traj49	34	37	20	35	0	14	53	64
Traj5	0	3	0	0	0	0	0	2
Traj50	68	60	20	37	0	16	79	63
Traj51	26	9	9	4	0	6	15	21
Traj52	29	13	4	15	0	0	1	7
Traj53	2	0	0	2	0	1	1	1
Traj54	0	0	5	0	0	0	0	1
Traj55	0	0	3	1	0	0	0	3
Traj56	7	8	10	4	0	1	6	8
Traj57	3	2	9	0	0	5	3	9
Traj58	84	42	56	21	37	20	124	86
Traj59	126	60	29	23	0	2	82	86
Traj6	4	0	4	8	4	0	7	0
Traj60	123	65	23	38	0	12	82	69
Traj61	31	14	1	9	0	1	10	26
Traj7	1	4	4	3	0	0	11	0
Traj8	2	7	5	2	0	0	5	2
Traj9	5	6	4	0	0	0	5	12
Trak1	298	612	799	308	734	225	424	404
Trak2	279	326	534	264	1435	65	185	397
Tram1	4142	2792	2223	1404	8129	2332	1295	3301
Tram1l1	3	3	2	3	0	0	0	1
Tram2	670	532	436	150	351	205	802	779
Trank1	2	2	2	2	0	6	0	1
Trap1	1100	1832	933	1125	4909	646	1189	2199
Trap1a	1	2	1	0	0	0	1	0
Trappc1	351	398	327	417	0	412	506	743
Trappc10	53	134	122	129	0	8	54	51
Trappc11	661	963	652	670	1620	271	510	899
Trappc12	816	1560	1237	1284	0	554	549	1191
Trappc13	711	662	666	556	188	486	649	838
Trappc14	101	66	68	103	1	49	179	64
Trappc2	242	237	265	236	0	194	329	345
Trappc2b	107	131	176	117	343	176	184	284
Trappc2l	639	628	388	331	495	271	836	830
Trappc3	621	498	602	455	671	313	562	726
Trappc4	910	1162	796	730	594	593	963	1515
Trappc5	381	393	306	600	1889	54	315	733
Trappc6a	266	531	223	453	0	267	212	646
Trappc6b	1414	1626	763	1087	2140	1124	1196	2041
Trappc8	577	553	712	361	923	21	313	456
Trappc9	689	1446	776	775	790	341	209	1059
Trarg1	9	0	1	0	0	0	1	1
Trat1	116	67	46	21	50	14	67	127
Trav11	23	0	7	0	0	0	0	0
Trav11d	0	0	0	0	0	11	0	5
Trav12	65	60	4	37	0	16	100	45
Trav12d	1	8	0	0	0	24	0	4
Trav12n	20	8	0	0	0	24	0	0
Trav13	140	63	47	20	0	0	85	91
Trav13d	4	3	3	8	0	0	15	27
Trav13n	4	10	1	1	0	0	0	3
Trav14	8942	7479	12415	7410	10004	4059	15996	11156
Trav14d	191	149	215	151	175	86	275	249
Trav14n	90	71	35	18	35	12	104	1
Trav15	18	60	73	67	0	53	0	1
Trav15d	49	153	3	24	0	33	0	14
Trav15n	0	6	7	4	0	0	0	5
Trav16	47	5	146	36	25	13	51	94
Trav16d	3	0	0	0	0	0	0	1
Trav16n	13	0	1	0	0	0	0	13
Trav17	27	12	152	34	0	49	74	6
Trav18	0	1	0	16	0	0	0	0
Trav19	112	15	10	14	0	0	0	0
Trav20	10	5	16	0	0	0	5	0
Trav21	13	18	62	37	26	20	78	22
Trav22	15	34	38	28	0	17	25	20
Trav23	0	2	0	0	0	1	0	12
Trav3	53	24	341	155	0	0	24	32
Trav3d	3	17	0	0	0	0	19	46
Trav3n	3	17	0	0	0	0	19	46
Trav4	28	11	7	7	0	4	0	14
Trav4d	2	0	20	50	0	7	0	2
Trav4n	2	0	20	50	0	7	0	2
Trav5	10	24	0	0	0	18	0	15
Trav5d	5	10	0	0	0	0	0	8
Trav5n	5	10	0	0	0	0	0	8
Trav6	18	30	4	19	0	24	12	3
Trav6d	35	6	1	0	0	5	12	6
Trav6n	31	5	5	0	0	3	4	8
Trav7	78	85	11	0	0	0	30	26
Trav7d	29	48	0	0	192	107	0	0
Trav7n	13	5	0	0	64	0	0	0
Trav8	132	65	125	63	0	49	52	10
Trav8d	9	0	0	20	0	0	0	0
Trav8n	6	0	0	0	0	0	0	5
Trav9	4	25	12	13	0	46	49	11
Trav9d	5	1	0	4	0	1	0	0
Trav9n	2	0	0	17	0	0	0	16
Trbc1	9886	11872	15135	6642	13698	4807	16959	12737
Trbc2	25664	26079	34177	21013	23618	10551	43857	30065
Trbj1	862	744	1082	539	1886	365	1047	1152
Trbj2	515	351	591	347	302	191	1223	728
Trbv1	102	17	13	0	0	0	0	0
Trbv12	735	447	393	294	243	253	354	324
Trbv13	2777	2456	3284	2533	2003	821	3342	2732
Trbv14	15	0	0	16	0	7	0	0
Trbv15	17	1	39	38	0	64	0	0
Trbv16	233	81	0	11	0	0	0	0
Trbv17	38	7	21	24	0	98	0	0
Trbv19	66	17	0	0	0	49	0	21
Trbv20	0	13	18	0	0	41	0	0
Trbv24	59	5	0	5	226	0	0	0
Trbv29	26	0	0	0	0	58	0	0
Trbv3	5	8	47	49	0	0	0	0
Trbv31	33	19	19	0	0	25	0	1
Trbv4	54	7	22	12	0	23	0	0
Trbv5	76	14	6	0	0	54	0	8
Trcg1	0	3	0	0	0	0	33	0
Trdc	1090	1749	1918	1238	1943	962	616	1097
Trdj1	10	8	14	8	20	3	7	12
Trdj2	5	4	6	4	39	6	1	4
Trdmt1	51	162	8	118	979	23	150	89
Trdn	4	1	0	0	0	0	0	0
Trdv1	253	99	62	26	0	11	327	150
Trdv2	350	512	398	403	351	179	668	754
Trdv3	4	0	0	0	0	0	0	2
Trdv4	15	0	100	2	0	17	38	31
Trdv5	36	43	61	21	1	74	139	13
Trem2	1	13	18	6	55	6	8	3
Treml2	46	35	2	1	0	47	0	127
Trerf1	429	453	918	320	276	266	764	447
Trex1	751	533	711	491	976	97	1078	763
Trf	50	14	7	2	0	221	137	4
Trgc1	574	43	15	0	0	0	1	8
Trgc2	744	154	1183	96	1197	153	1514	184
Trgc3	62	0	51	0	0	0	0	0
Trgc4	74	227	84	264	0	149	935	1440
Trgj2	3	1	7	2	18	2	10	1
Trgj3	4	0	1	0	0	0	0	0
Trgj4	1	4	0	3	0	5	7	21
Trgv1	5	8	9	36	0	31	157	154
Trgv2	159	41	262	28	279	44	288	45
Trgv3	31	0	42	0	0	0	0	0
Trgv6	24	18	0	0	0	0	0	0
Trgv7	134	0	0	0	0	0	49	0
Trhr	2	1	6	0	4	0	3	6
Triap1	230	269	496	298	1	126	656	485
Trib1	128	37	26	0	0	26	0	42
Trib2	548	549	753	467	0	615	298	769
Tril	0	3	2	2	0	5	23	6
Trim10	0	21	0	0	0	0	149	0
Trim11	1131	1246	627	595	641	202	1028	1272
Trim12a	1526	3382	1971	1442	810	1717	2059	4479
Trim12c	302	544	829	559	71	300	257	576
Trim13	154	132	55	66	0	47	99	215
Trim14	1039	965	440	527	525	336	407	1173
Trim15	0	3	0	0	0	16	0	10
Trim16	14	0	1	0	0	1	0	0
Trim17	63	11	105	6	0	12	0	14
Trim2	7	33	13	110	2	9	13	105
Trim21	75	65	135	56	1	33	89	123
Trim23	422	560	394	299	908	206	115	694
Trim24	223	274	192	95	1629	126	159	125
Trim25	533	1171	949	530	533	572	129	1250
Trim26	2302	3935	2456	2673	1470	1475	1060	4125
Trim27	1351	1028	437	443	2	661	1571	1388
Trim28	1064	1597	559	941	3	412	507	1955
Trim3	6	2	22	14	0	0	1	8
Trim30a	1292	2658	1268	1839	1352	1394	886	3026
Trim30b	47	79	176	106	251	62	32	154
Trim30c	42	9	0	0	0	25	0	22
Trim30d	466	677	565	461	1198	274	336	752
Trim32	213	326	204	105	1175	284	87	439
Trim33	774	987	541	495	1406	352	367	1073
Trim34a	1664	3188	1552	1728	2485	1887	1155	3362
Trim34b	7	5	0	3	5	35	1	5
Trim35	1699	2366	1763	1402	1734	894	435	2837
Trim36	139	44	137	9	3	79	21	12
Trim37	929	569	990	313	6	717	312	680
Trim38	1	7	2	3	0	2	2	6
Trim39	640	763	845	496	3	685	185	902
Trim41	114	179	86	142	0	34	53	252
Trim42	3	12	0	4	0	0	10	1
Trim43a	10	12	5	11	28	2	1	15
Trim43b	11	18	6	19	10	15	12	19
Trim43c	18	43	12	15	15	10	17	47
Trim44	659	874	370	839	24	152	345	784
Trim45	1	87	71	13	1	0	0	89
Trim46	1	37	0	0	0	0	0	17
Trim47	12	0	36	0	0	0	0	0
